point_idx,run,parcelle,n_ferti,nb_prepa,Date_Semis,Delta_PREPA_Semis,Profondeur_Semis,Profondeur_Prepa_1,Profondeur_Prepa_2,Date_F1,Date_F2,Date_F3,Date_Recolte,Dose_F1,Dose_F2,Dose_F3
21,smt_000,beauce_5_sa_021,1,2,47.07812066923198,-19.708541033521538,2.8681420224228784,3.8153159181323817,3.8245582435720795,110.11096510055809,237.5,294.0,365.4118282516398,47.622902975633764,10.0,10.0
22,smt_000,beauce_5_sa_022,3,2,54.84423645407661,-27.027502640959394,2.0673877689014515,3.3326475863806135,10.472251021816682,125.92476020580933,215.57280897469332,302.6235952365538,334.90865856831203,1.1062672389995067,4.5158501703290685,1.6238307910621361
23,smt_000,beauce_5_sa_023,0,1,77.7340988695618,-28.68040171412958,2.744229180546733,5.159453270259924,13.0,158.0,237.5,294.0,380.8916332267297,10.0,10.0,10.0
24,smt_000,beauce_5_sa_024,2,2,47.23206983306147,-4.292705415575227,2.4128234278429708,18.50629952139302,23.420936079406427,110.46130859033498,227.08545898996212,294.0,372.4876907794419,1.365448600647263,16.024897338964006,10.0
25,smt_000,beauce_5_sa_025,0,2,78.25601959570096,-24.22188962738364,3.5898981764541484,15.896019679236872,24.855011326090853,158.0,237.5,294.0,372.15998656813514,10.0,10.0,10.0
26,smt_000,beauce_5_sa_026,2,2,57.24599102616004,-42.64209169946509,1.4262440724578445,16.06650229008853,19.763781531125925,106.11696436836482,230.8000473183036,294.0,380.52608595379957,6.997278070871284,8.201253425917846,10.0
27,smt_000,beauce_5_sa_027,3,1,66.47589760571957,-12.47694056608659,2.0700290983144614,4.483389476685087,13.0,192.78064380275256,232.99957974847152,274.1628726439252,354.8381002722765,21.814268909866996,1.7494315557136488,1.5930979345610643
28,smt_000,beauce_5_sa_028,1,1,52.509698993595094,-14.482333866994537,1.4248119792007832,23.670794411938502,13.0,127.83423510572467,237.5,294.0,375.1638898287316,80.87149913739586,10.0,10.0
29,smt_000,beauce_5_sa_029,1,2,77.47786166658611,-27.58610795802766,3.4508440792146553,21.48748144957674,1.270662343302089,123.63881571544843,237.5,294.0,324.82061507773284,58.42505335348932,10.0,10.0
30,smt_000,beauce_5_sa_030,1,2,100.40244270828462,-23.80240666890491,1.1730198665095772,17.86617789964211,12.824105138902723,200.4848018381132,237.5,294.0,362.5032659419081,32.80012801126561,10.0,10.0
31,smt_000,beauce_5_sa_031,0,0,67.50697230290976,-24.0,1.5132838239107629,13.0,13.0,158.0,237.5,294.0,337.5528633226901,10.0,10.0,10.0
32,smt_000,beauce_5_sa_032,1,2,71.57290131162112,-30.403824437582998,3.789427769486774,10.270389669923615,4.224419836772559,177.2431886311351,237.5,294.0,352.48549930550854,7.560610929745004,10.0,10.0
33,smt_000,beauce_5_sa_033,3,0,45.26830626542631,-24.0,2.8592001685052373,13.0,13.0,183.81582132259658,227.63717050388433,296.15789980213526,367.6106748517425,1.231521937571186,41.853311049568966,2.6290312789935575
34,smt_000,beauce_5_sa_034,1,1,71.72923695446602,-17.382276869051584,1.2934066896341494,16.451906627237943,13.0,138.3101284552285,237.5,294.0,339.93901019530045,27.24493407069626,10.0,10.0
35,smt_000,beauce_5_sa_035,3,2,84.48827088288368,-35.922950068718926,3.7451544075031715,19.75938416457671,14.449717409263553,115.3450013895116,262.33617039515104,322.4258489890873,347.31399826520794,8.969875745667307,14.190658376585802,5.892774804702028
36,smt_000,beauce_5_sa_036,0,1,92.63767507657364,-34.275873096547095,3.7980022733015097,15.788838031161886,13.0,158.0,237.5,294.0,323.8234420184688,10.0,10.0,10.0
37,smt_000,beauce_5_sa_037,1,2,105.82536637857919,-25.834925801901313,3.6937742865595693,22.53670670808633,7.089081811336683,136.925057440104,237.5,294.0,355.5141595470634,1.1769253900510852,10.0,10.0
38,smt_000,beauce_5_sa_038,0,1,98.12847845242317,-10.292005354830579,2.895729709502237,12.203051508792154,13.0,158.0,237.5,294.0,383.8271405453825,10.0,10.0,10.0
39,smt_000,beauce_5_sa_039,3,1,74.37618201975476,-23.502851229505378,3.0945797780981605,1.134169909319679,13.0,121.99726493593448,242.0400977296627,307.39954671443246,361.263270806111,95.2135835937105,15.805412088113354,3.337105475640443
40,smt_000,beauce_5_sa_040,3,2,71.6375918837253,-8.326654903707599,3.482328895105644,19.049001578114662,4.289277246452247,107.37638305173067,233.36814491348525,278.96985618994324,337.28848675446096,74.12252123056875,57.27956020113117,11.612077491444012
41,smt_000,beauce_5_sa_041,3,0,66.49202248313352,-24.0,1.1433578317587976,13.0,13.0,137.57100790837427,244.7594376391839,308.8224259440287,352.96032647487226,3.9940129309008996,18.70997008352984,7.64009343944831
42,smt_000,beauce_5_sa_042,2,1,69.1411006778711,-25.474663713718957,3.277077437457348,9.064270780024529,13.0,127.60735423034188,237.5772991551488,294.0,366.4321078850316,82.37609449829894,87.9934864087455,10.0
43,smt_000,beauce_5_sa_043,1,1,78.64370114573971,-35.07453576893862,2.737022748953974,22.19128278081323,13.0,135.82600488990022,237.5,294.0,336.37993310532397,32.753339597050996,10.0,10.0
44,smt_000,beauce_5_sa_044,0,0,74.65016750085123,-24.0,3.209997898251867,13.0,13.0,158.0,237.5,294.0,340.23109783824833,10.0,10.0,10.0
45,smt_000,beauce_5_sa_045,3,2,57.531841188412145,-29.504582390622154,3.5145470284159557,9.556254308470239,6.343030544740359,139.1950189290345,245.37810080240436,283.353802680506,361.31961288592635,42.2082604561276,1.8093955522373641,80.32299248345323
46,smt_000,beauce_5_sa_046,3,0,59.92464147697313,-24.0,2.399374518268377,13.0,13.0,115.67041293942474,213.9109104759928,311.91010105156596,339.7685400793061,8.326661287251154,3.684061612379111,22.85830346094162
47,smt_000,beauce_5_sa_047,3,2,49.46614799064726,-21.544259941286487,2.018967398793713,1.4010733242190492,10.976776186294288,111.66462852349542,213.65409776160092,314.7851786083124,378.38540869234913,92.58747412107917,42.53728076740702,3.206600995019572
48,smt_000,beauce_5_sa_048,2,2,96.65997864799746,-8.092470580793524,1.9925374308356059,3.1421293796593037,9.330497504128784,135.51723844708548,264.27099435096494,294.0,363.3252211978774,3.3233673700013493,6.35123347582053,10.0
49,smt_000,beauce_5_sa_049,1,0,66.6951913731713,-24.0,1.0017639513058365,13.0,13.0,130.89139816048396,237.5,294.0,370.5275204977245,2.5285944674048784,10.0,10.0
50,smt_000,beauce_5_sa_050,3,2,51.14500691516694,-11.840072740008495,1.946468900742322,22.17923515827055,12.737705509497603,168.67606394557924,221.40782391798123,313.03575411377335,331.64248804732085,51.74647186243513,11.660526233510476,17.394235036986387
51,smt_000,beauce_5_sa_051,3,1,57.30792342120161,-26.280824214780296,3.2857507750868553,3.6661076214540573,13.0,205.70800557341727,259.8574423431946,273.19145939271704,338.34631350351543,64.38161794326219,6.880214764300284,81.73942961385062
52,smt_000,beauce_5_sa_052,1,0,77.73935639477948,-24.0,3.472347515153337,13.0,13.0,148.8213485837845,237.5,294.0,349.06467371774056,30.570164622388333,10.0,10.0
53,smt_000,beauce_5_sa_053,1,1,103.65666111524689,-5.518042489971535,2.101516487908432,10.842450400236595,13.0,148.93254387032462,237.5,294.0,351.58798664637015,4.844401085527739,10.0,10.0
54,smt_000,beauce_5_sa_054,3,2,48.25652892757286,-19.595505325256738,1.2095813413627785,4.550154576761639,10.128820220915799,170.26386887771767,224.93036109901763,274.4705049703206,344.0884469422615,4.783443122326586,5.252916434288583,4.027048076638723
55,smt_000,beauce_5_sa_055,2,0,58.24149619246866,-24.0,2.679668866173361,13.0,13.0,127.51759639697597,215.0742315050712,294.0,355.3206107708543,2.1265132811616785,11.660159183238191,10.0
56,smt_000,beauce_5_sa_056,1,0,47.60732762598805,-24.0,1.6745854553232282,13.0,13.0,124.24243568839807,237.5,294.0,350.15362347596164,23.405162351075056,10.0,10.0
57,smt_000,beauce_5_sa_057,0,0,82.27296332135536,-24.0,3.3416550805709946,13.0,13.0,158.0,237.5,294.0,358.49884092092924,10.0,10.0,10.0
58,smt_000,beauce_5_sa_058,1,1,95.94953653658317,-6.746229738159641,3.4729687193161074,16.131099817561882,13.0,174.3948734662577,237.5,294.0,345.7906076044817,8.680258551285693,10.0,10.0
59,smt_000,beauce_5_sa_059,1,0,103.86571639398737,-24.0,3.6980498365147993,13.0,13.0,195.25877902489336,237.5,294.0,332.16385400130605,16.368461884601178,10.0,10.0
60,smt_000,beauce_5_sa_060,1,1,65.37604682083129,-7.483504182980411,2.509642537228977,23.90501532699162,13.0,154.6062432485374,237.5,294.0,329.20462854840855,34.18973609550807,10.0,10.0
61,smt_000,beauce_5_sa_061,0,2,81.7012360833331,-16.685573155297845,1.7908006590786094,4.794788763647236,6.06648931581751,158.0,237.5,294.0,383.40853300975766,10.0,10.0,10.0
62,smt_000,beauce_5_sa_062,2,0,87.53172771638177,-24.0,1.1724844122609355,13.0,13.0,199.40486398808144,237.00475340805787,294.0,362.55142690277535,5.049966633604494,20.851433881519664,10.0
63,smt_000,beauce_5_sa_063,0,1,90.68639596944041,-8.806495844788344,1.8234582197746023,19.03261765591835,13.0,158.0,237.5,294.0,350.99752095573655,10.0,10.0,10.0
64,smt_000,beauce_5_sa_064,2,1,95.11533037467063,-41.36457405555653,2.1923598027208038,14.84331102884531,13.0,185.86962494116096,259.18786300701095,294.0,375.33045195489814,38.0085488869823,1.195943749000518,10.0
65,smt_000,beauce_5_sa_065,1,0,61.74870233005146,-24.0,2.032080068339071,13.0,13.0,146.05924205426396,237.5,294.0,343.9062529249593,1.40539352206188,10.0,10.0
66,smt_000,beauce_5_sa_066,1,0,76.33736093875852,-24.0,1.868846586836736,13.0,13.0,182.6477263470318,237.5,294.0,371.6256036834877,99.25296929430758,10.0,10.0
67,smt_000,beauce_5_sa_067,2,0,81.95546189636107,-24.0,3.4804912047200323,13.0,13.0,115.69506302336494,213.38174606538473,294.0,358.5504332695708,2.8392442881587048,1.245956411890697,10.0
68,smt_000,beauce_5_sa_068,3,2,89.9606347552978,-7.245788600426756,3.5838883768262195,7.911870277074653,11.882858188480629,180.02914045410722,246.58262568021445,309.98607903785364,349.95465689159744,30.074683062056316,45.639722976158325,15.580538196210126
69,smt_000,beauce_5_sa_069,3,1,89.68809021329093,-42.56070103111151,2.7555107354940214,3.304391102311487,13.0,151.4204403310891,262.7131293459296,302.67980940547943,359.6487822673713,73.09470003352503,20.01872278636819,35.39647873205756
70,smt_000,beauce_5_sa_070,1,0,69.5119487156142,-24.0,2.7311487363284233,13.0,13.0,167.72324573244086,237.5,294.0,343.1379317068862,3.1166659294692476,10.0,10.0
71,smt_000,beauce_5_sa_071,1,0,104.67304000511754,-24.0,2.523011388988624,13.0,13.0,158.27629525717757,237.5,294.0,378.0913445868413,2.713225596942489,10.0,10.0
72,smt_000,beauce_5_sa_072,2,1,77.48307249169105,-19.6070558093013,1.6140927706354908,1.3792244944599839,13.0,197.1089457878658,211.52101696864506,294.0,371.30061827205714,18.119376349525577,2.7632434600693534,10.0
73,smt_000,beauce_5_sa_073,3,0,49.243529325845635,-24.0,1.8989963205711755,13.0,13.0,155.3552578420252,217.13082976367258,296.08649426574925,334.9639094013032,28.67017965995962,59.6058365398116,67.33693955010561
74,smt_000,beauce_5_sa_074,2,1,74.76262960399804,-10.181623425399685,3.048297972209956,23.232135636738093,13.0,175.2904198939056,260.42390121463364,294.0,353.4514546871565,79.11963268276382,1.7940876600362419,10.0
75,smt_000,beauce_5_sa_075,1,0,53.96895914963507,-24.0,3.0539594645649046,13.0,13.0,194.56533156639009,237.5,294.0,380.9400112229667,4.373641557547373,10.0,10.0
76,smt_000,beauce_5_sa_076,3,1,70.15145977783536,-36.52021441567323,3.135161294546947,18.438536456246844,13.0,110.39821136215193,210.68731075652522,303.31747272853187,324.5801636812882,44.007120240086,4.984714657609062,8.401475449464858
77,smt_000,beauce_5_sa_077,0,1,58.18768125238881,-43.64930013795759,2.3126505016420253,10.478112323759284,13.0,158.0,237.5,294.0,369.87231514515383,10.0,10.0,10.0
78,smt_000,beauce_5_sa_078,3,0,75.18575831329277,-24.0,1.7295133577414084,13.0,13.0,194.743187386185,214.2194651517463,294.57102358447787,355.06318463123705,2.4267358380421284,16.616917184428875,34.702612553111436
79,smt_000,beauce_5_sa_079,1,1,47.075223905011754,-37.866614849288744,2.0366919773723584,8.597548534740035,13.0,182.97833613277214,237.5,294.0,326.4229889128404,26.382651086785458,10.0,10.0
80,smt_000,beauce_5_sa_080,2,0,50.961659946365884,-24.0,1.7318579818197226,13.0,13.0,159.06709290148578,241.40515025566162,294.0,323.3428231666283,3.0936447850245723,3.7407163635152605,10.0
81,smt_000,beauce_5_sa_081,3,1,104.41786996051792,-20.707424192100135,3.9638272279408766,21.67836562219387,13.0,116.00595932350375,256.5570850403962,282.8974055329144,366.5642911872231,61.63418567345971,12.67038557515005,70.09055079549302
82,smt_000,beauce_5_sa_082,2,0,48.30059062658905,-24.0,1.3808537884628198,13.0,13.0,206.10978269069997,250.35645976783306,294.0,333.41369063704815,4.315390235010713,4.213596082809542,10.0
83,smt_000,beauce_5_sa_083,2,1,75.93257172969516,-34.908847913121846,3.60534945362613,10.054775926214946,13.0,180.33873567712027,213.95726574523837,294.0,345.22481050052784,4.344742208007251,10.88367170180935,10.0
84,smt_000,beauce_5_sa_084,3,2,95.83527525709357,-15.390812406957096,2.7110329717178843,10.700496881709267,3.200821506353929,204.5855318587961,222.5686157946359,284.8288451450301,377.49860206134605,2.459412900706437,18.820195707792,60.22495883712998
85,smt_000,beauce_5_sa_085,0,2,54.21179270158527,-25.034118344446338,3.515921474447506,24.744149043593907,21.64967734961671,158.0,237.5,294.0,323.66961799591917,10.0,10.0,10.0
86,smt_000,beauce_5_sa_086,2,1,90.4921676420949,-36.423964520262004,3.822158492589781,16.471176398407685,13.0,183.381794239926,249.147195919039,294.0,324.0104902393137,15.718631144261252,6.08218794880233,10.0
87,smt_000,beauce_5_sa_087,1,2,82.67315274474043,-32.93505470796899,1.923377710527173,7.430136271464683,19.149361183189047,149.4113515787737,237.5,294.0,357.1433307128487,11.784919364545415,10.0,10.0
88,smt_000,beauce_5_sa_088,0,2,50.76248683836119,-16.317095017385483,3.419884853730315,21.353901323807758,11.262933489892303,158.0,237.5,294.0,357.1138908525612,10.0,10.0,10.0
89,smt_000,beauce_5_sa_089,1,0,58.564538444405216,-24.0,2.422601411644213,13.0,13.0,128.87671192500966,237.5,294.0,355.86973703335,54.43248058980106,10.0,10.0
90,smt_000,beauce_5_sa_090,2,2,67.7992875706997,-35.166582751042455,3.132239404037302,21.122168781609638,16.444695000751103,173.39442675748495,251.32278523302472,294.0,330.97242104767946,19.948518967015158,3.0770784529533963,10.0
91,smt_000,beauce_5_sa_091,2,2,86.55731056146901,-32.67532733732891,1.6672062971061874,9.63288057347328,11.602468175191412,182.39380544581678,213.34941936647746,294.0,352.066679246552,38.961179846301896,1.018565055456105,10.0
92,smt_000,beauce_5_sa_092,0,1,103.78024620472817,-24.019178603248925,2.0654696194033666,6.168146456729793,13.0,158.0,237.5,294.0,328.44359575824126,10.0,10.0,10.0
93,smt_000,beauce_5_sa_093,0,2,56.93517896200946,-14.74190041146666,3.9672050322579975,2.5183310673857626,15.567780359931264,158.0,237.5,294.0,381.60968002488096,10.0,10.0,10.0
94,smt_000,beauce_5_sa_094,0,2,92.24295879091173,-10.076282652738342,1.0575600599997692,14.442014265694507,17.036620498593642,158.0,237.5,294.0,324.7254064743299,10.0,10.0,10.0
95,smt_000,beauce_5_sa_095,1,1,72.61563914880104,-12.48005624223429,3.0730563418307266,24.575475279672272,13.0,178.5072798725728,237.5,294.0,344.63199306317813,3.2900296391064088,10.0,10.0
96,smt_000,beauce_5_sa_096,0,1,68.73609447541614,-15.765724276105804,1.9782228061735245,1.8859962564857113,13.0,158.0,237.5,294.0,335.65796614008326,10.0,10.0,10.0
97,smt_000,beauce_5_sa_097,0,1,52.54623231679785,-22.677263569496407,3.967591363707807,20.64424303079406,13.0,158.0,237.5,294.0,353.82025105522735,10.0,10.0,10.0
98,smt_000,beauce_5_sa_098,1,1,56.82726726270098,-30.411234850795395,2.795165976782021,7.928124894526942,13.0,108.14218539302419,237.5,294.0,342.2122160531871,23.696926627765396,10.0,10.0
99,smt_000,beauce_5_sa_099,1,2,76.57159910700902,-18.428913491201815,3.0186705525149704,2.8225050852733498,7.503846153086048,209.64887486269038,237.5,294.0,372.7192568455789,56.53212905118027,10.0,10.0
100,smt_001,beauce_5_sa_000,3,2,63.46262184072404,-31.31228267783239,2.5887096329646577,16.466675748103007,6.044457303898474,143.35148394421194,234.42274030971762,275.51443815488767,338.37639185733775,3.1744973562154066,8.203253417628776,2.164401703016788
101,smt_001,beauce_5_sa_001,1,2,70.29203080338968,-22.641161621313785,2.665101300113064,14.473493762287323,16.6157136224427,166.1842865120357,237.5,294.0,330.8759476014388,4.351626774958244,10.0,10.0
102,smt_001,beauce_5_sa_002,0,0,51.09068786589074,-24.0,2.0424572157208547,13.0,13.0,158.0,237.5,294.0,328.4247040323626,10.0,10.0,10.0
103,smt_001,beauce_5_sa_003,2,2,80.55755924351433,-10.734133761995167,2.292837729434925,10.162520090726893,15.534710406179952,158.90485743703388,225.50878549935473,294.0,343.93478530298626,8.244966254042216,12.05533666236099,10.0
104,smt_001,beauce_5_sa_004,0,0,89.43760990361109,-24.0,2.3112507908569815,13.0,13.0,158.0,237.5,294.0,342.782624919125,10.0,10.0,10.0
105,smt_001,beauce_5_sa_005,2,2,88.1274997546131,-10.999285734242065,3.4575258782577296,2.344732943119218,1.423223814568224,208.59314415104544,212.35755511350848,294.0,332.0982860559599,12.274875480477837,27.80744692464213,10.0
106,smt_001,beauce_5_sa_006,3,2,45.94041133474834,-33.27202918322567,2.434635191448064,21.449204841509903,2.638491956265434,160.6818300057364,231.92063340460516,307.6765967308311,339.74043513334044,84.97326164127116,7.154443569781114,40.91758957576885
107,smt_001,beauce_5_sa_007,2,1,46.02917194360567,-36.0238257442153,2.612595103840499,2.031040896321427,13.0,166.2941753150019,210.2241911954596,294.0,370.41062176041373,2.025679727874783,54.68820367254718,10.0
108,smt_001,beauce_5_sa_008,1,0,63.28377628459324,-24.0,2.6272435730889203,13.0,13.0,198.85715972459414,237.5,294.0,368.37636389147883,7.074528396644353,10.0,10.0
109,smt_001,beauce_5_sa_009,0,1,47.495056828655954,-23.614716867546203,2.801753868944155,7.022485029867228,13.0,158.0,237.5,294.0,348.32599246073835,10.0,10.0,10.0
110,smt_001,beauce_5_sa_010,0,1,85.23245422889718,-34.79033687597996,2.936208332851205,11.271727352814803,13.0,158.0,237.5,294.0,374.8478780181706,10.0,10.0,10.0
111,smt_001,beauce_5_sa_011,1,1,91.46837852631086,-24.38921644536964,2.258828544940349,6.482579863720096,13.0,163.55932758216073,237.5,294.0,340.9152596592211,66.68030621594356,10.0,10.0
112,smt_001,beauce_5_sa_012,2,2,88.3745331385517,-41.840445716054305,2.347077688012522,13.427250819914912,17.09117498214911,152.41550881031816,249.74076607059584,294.0,345.9405573523394,2.194078207163329,86.25690230043773,10.0
113,smt_001,beauce_5_sa_013,2,1,103.61579321824996,-11.595876605088591,1.3717708792686445,22.440500228083135,13.0,117.63545045332701,253.0308987040489,294.0,378.1705833427492,31.44983939953489,4.7916431313307255,10.0
114,smt_001,beauce_5_sa_014,3,1,85.54755997939814,-41.20472627056626,2.191240623982911,21.2737709148756,13.0,154.96318488530255,236.79870549581264,305.21871331696724,343.3659438420137,29.20848345141535,1.1282431832785396,20.778230909791137
115,smt_001,beauce_5_sa_015,3,2,62.778751096636995,-26.230525781200143,1.6354487368968376,3.7965553222040525,13.703963675479141,162.23116157357472,253.77143153297652,298.20525233493487,369.6994683642328,23.941712848103354,53.11580190998703,27.15863278615331
116,smt_001,beauce_5_sa_016,3,0,86.77203196720089,-24.0,3.3709452436295466,13.0,13.0,135.65283180509624,233.4395246754022,320.88515820783067,347.8511453296585,60.450501496649686,48.564524316206544,10.506403804313296
117,smt_001,beauce_5_sa_017,0,2,69.92328986942658,-33.53647585144973,1.4259799217912277,12.94962551284625,7.9386382729183715,158.0,237.5,294.0,326.89977148120636,10.0,10.0,10.0
118,smt_001,beauce_5_sa_018,2,2,55.55786938819976,-12.815609882605276,2.1722015700040487,10.670247035597235,11.376666776167529,139.83288289317318,217.53034877039983,294.0,327.20764770608014,4.534322462967943,1.7163498780693578,10.0
119,smt_001,beauce_5_sa_019,2,0,73.3655943159301,-24.0,1.7052849450338181,13.0,13.0,200.09690770036462,224.3127764050107,294.0,327.37020876517386,40.92773816044466,21.746644900876746,10.0
120,smt_001,beauce_5_sa_020,2,2,62.34410312567894,-16.326462482517453,2.8057116560255917,22.781198951597755,1.9952671980376557,111.87948748047751,247.7488068081276,294.0,362.15701524268644,11.265791488827537,58.45850428970167,10.0
121,smt_001,beauce_5_sa_021,1,1,58.35774838526936,-22.70921933388218,3.6665363581794725,3.5439636440200757,13.0,195.73721931652875,237.5,294.0,323.56111502884755,11.044028706763816,10.0,10.0
122,smt_001,beauce_5_sa_022,1,2,60.574957082448584,-35.23553237513458,3.3361857302510654,23.033220008688563,23.76341256925549,145.63418464936095,237.5,294.0,329.1123861582701,1.3943056609006534,10.0,10.0
123,smt_001,beauce_5_sa_023,3,2,56.81267284679997,-13.735304612360633,2.310373836873003,9.127359756452838,12.269825995428704,133.46904508113613,230.98749850647428,270.92993406394174,326.9697766577809,11.444266688547986,1.0406084605502535,99.80736376148043
124,smt_001,beauce_5_sa_024,0,1,98.86556352058732,-13.369185882467939,1.5197344395879324,3.639751472870832,13.0,158.0,237.5,294.0,343.29448710591515,10.0,10.0,10.0
125,smt_001,beauce_5_sa_025,3,1,49.64564844776414,-24.59908640236576,2.535493530662966,17.28893274979544,13.0,177.36475841766537,237.0072152852321,319.37846782922946,349.49957041103926,2.1597643411681178,23.20977661477139,4.492607776204205
126,smt_001,beauce_5_sa_026,2,0,57.61537616874905,-24.0,1.3265038871307637,13.0,13.0,134.83212093861482,228.9137768205066,294.0,328.88564797196943,27.007257385179926,8.263975648262234,10.0
127,smt_001,beauce_5_sa_027,2,2,60.750610011138505,-36.289827975204226,2.6614334734433944,18.678741437361847,7.732802152270191,170.57865259641318,256.7079259943081,294.0,330.348127481341,1.9177348026060286,35.479199448550034,10.0
128,smt_001,beauce_5_sa_028,3,0,69.51502013132695,-24.0,2.77637034493364,13.0,13.0,131.61136895310895,264.9902327534559,268.30428753339083,367.9650172863868,9.633903502077581,21.463705992669873,15.599945069336174
129,smt_001,beauce_5_sa_029,3,2,65.95334545376289,-37.23392854903812,3.8261123407163975,23.52962812650607,16.300389919072025,164.4403374876589,252.3932501140371,279.38065442148184,342.94356744078095,37.641680061693954,2.142370030341578,19.109575313542692
130,smt_001,beauce_5_sa_030,2,0,46.588692637773796,-24.0,2.618473878915774,13.0,13.0,131.9649959833294,230.20162642166642,294.0,368.59371987748506,44.751968664700925,36.634302780135705,10.0
131,smt_001,beauce_5_sa_031,2,0,49.3683646560212,-24.0,3.537124883427451,13.0,13.0,170.119025930904,226.26433782922788,294.0,330.8113503177309,32.28301729781712,9.114562311762942,10.0
