sortie,node,raw_feature,kind,category,threshold,left_rule,right_rule,n_node_train,n_left_train,n_right_train,mean_node_train,mean_left_train,mean_right_train,delta_right_minus_left,impurity_decrease
dCorg,49,Date_Semis,continuous,,82.79647064208984,Date_Semis <= 82.8,Date_Semis > 82.8,1380,633,747,-214.2561434782606,-224.7717345971565,-205.34534136546173,19.42639323169476,93.70235155990946
dCorg,41,Date_Semis,continuous,,54.14037895202637,Date_Semis <= 54.14,Date_Semis > 54.14,694,318,376,-280.2252795389046,-290.3378427672956,-271.6726329787232,18.66520978857244,86.48917910982665
dCorg,34,Date_Semis,continuous,,55.37581443786621,Date_Semis <= 55.38,Date_Semis > 55.38,597,299,298,-250.9382144053601,-260.2080735785954,-241.63724832214768,18.570825256447733,86.21864576643137
dCorg,25,Date_Semis,continuous,,84.49600601196289,Date_Semis <= 84.5,Date_Semis > 84.5,1281,602,679,-190.19500858704149,-199.85018604651162,-181.6347481590571,18.215437887454527,82.65083353192264
dCorg,10,Date_Semis,continuous,,55.56386756896973,Date_Semis <= 55.56,Date_Semis > 55.56,689,366,323,-224.52918722786606,-232.22625136612024,-215.80743653250755,16.418814833612686,67.13187449995198
dCorg,11,Date_Recolte,continuous,,344.9062042236328,Date_Recolte <= 344.9,Date_Recolte > 344.9,366,213,153,-232.22625136612024,-225.77858215962425,-241.20241830065385,-15.423836141029597,57.87535513638568
dCorg,3,Date_Semis,continuous,,54.09756660461426,Date_Semis <= 54.1,Date_Semis > 54.1,484,220,264,-194.94997933884275,-203.2198454545455,-188.05842424242422,15.161421212121269,56.9922379763666
dCorg,18,Date_Semis,continuous,,85.43427276611328,Date_Semis <= 85.43,Date_Semis > 85.43,1171,570,601,-165.39503330486806,-173.1184035087721,-158.07003993344406,15.04836357532804,56.57363554864529
dCorg,60,Date_Recolte,continuous,,376.77215576171875,Date_Recolte <= 376.8,Date_Recolte > 376.8,619,319,300,-232.43267851373184,-225.63053918495305,-239.66562000000002,-14.035080815046967,49.199475746804495
dCorg,35,Date_Recolte,continuous,,360.2496643066406,Date_Recolte <= 360.2,Date_Recolte > 360.2,299,149,150,-260.2080735785954,-253.25991946308713,-267.1099066666668,-13.849987203579673,47.95499997523653
dCorg,57,Date_Recolte,continuous,,375.4134063720703,Date_Recolte <= 375.4,Date_Recolte > 375.4,585,223,362,-252.23658803418815,-243.5466995515698,-257.5897513812156,-14.043051829645805,46.5183925149118
dCorg,45,Date_Recolte,continuous,,375.6832733154297,Date_Recolte <= 375.7,Date_Recolte > 375.7,376,187,189,-271.6726329787232,-264.84080213903735,-278.43216931216926,-13.591367173131914,46.180008784910825
dCorg,42,Date_Recolte,continuous,,376.0604553222656,Date_Recolte <= 376.1,Date_Recolte > 376.1,318,173,145,-290.3378427672956,-284.1325317919076,-297.7414206896551,-13.608888897747534,45.941503338772065
dCorg,50,Date_Recolte,continuous,,361.0224609375,Date_Recolte <= 361,Date_Recolte > 361,633,321,312,-224.7717345971565,-218.16572585669783,-231.5683012820514,-13.402575425353575,44.898178925527425
dCorg,14,Date_Recolte,continuous,,342.50318908691406,Date_Recolte <= 342.5,Date_Recolte > 342.5,323,126,197,-215.80743653250755,-207.6210793650794,-221.04338071065985,-13.42230134558045,42.8633091511171
dCorg,53,Date_Recolte,continuous,,361.56040954589844,Date_Recolte <= 361.6,Date_Recolte > 361.6,747,409,338,-205.34534136546173,-199.43688997555026,-212.49491715976325,-13.058027184212989,42.24292103942581
dCorg,7,Date_Recolte,continuous,,329.5497589111328,Date_Recolte <= 329.5,Date_Recolte > 329.5,264,139,125,-188.05842424242422,-181.97661870503595,-194.8213919999999,-12.844773294963943,41.13105475732303
dCorg,38,Date_Recolte,continuous,,361.39129638671875,Date_Recolte <= 361.4,Date_Recolte > 361.4,298,178,120,-241.63724832214768,-236.4036404494382,-249.40043333333324,-12.99679288389504,40.62946619196087
dCorg,29,Date_Recolte,continuous,,346.4431610107422,Date_Recolte <= 346.4,Date_Recolte > 346.4,679,424,255,-181.6347481590571,-176.97954245283015,-189.375168627451,-12.395626174620844,36.03324953279845
dCorg,26,Date_Recolte,continuous,,344.8442687988281,Date_Recolte <= 344.8,Date_Recolte > 344.8,602,297,305,-199.85018604651162,-193.77313131313127,-205.76784262295072,-11.99471130981945,35.96192290837067
dCorg,4,Date_Recolte,continuous,,329.946044921875,Date_Recolte <= 329.9,Date_Recolte > 329.9,220,113,107,-203.2198454545455,-197.56500884955764,-209.19177570093447,-11.626766851376829,33.7702897597142
dCorg,19,Date_Recolte,continuous,,331.66587829589844,Date_Recolte <= 331.7,Date_Recolte > 331.7,570,347,223,-173.1184035087721,-168.53793083573498,-180.24586547085198,-11.707934635116999,32.647144745416156
dCorg,22,Date_Recolte,continuous,,328.53515625,Date_Recolte <= 328.5,Date_Recolte > 328.5,601,238,363,-158.07003993344406,-152.11814285714289,-161.97238567493125,-9.85424281778836,23.226360209198063
rdt,2,Date_Semis,continuous,,77.01067733764648,Date_Semis <= 77.01,Date_Semis > 77.01,350,165,185,4.4963,4.665636363636359,4.345270270270275,-0.32036609336608457,0.025574825233410488
rdt,29,Date_Semis,continuous,,70.4814338684082,Date_Semis <= 70.48,Date_Semis > 70.48,811,317,494,4.311011097410599,4.502018927444797,4.188441295546555,-0.3135776318982417,0.023411791881777687
rdt,46,Date_Semis,continuous,,77.63761901855469,Date_Semis <= 77.64,Date_Semis > 77.64,482,261,221,4.403423236514524,4.494157088122601,4.296266968325791,-0.19789011979680993,0.0097227009367084
rdt,0,Delta_PREPA_Semis,continuous,,-24.558951377868652,Delta_PREPA_Semis <= -24.56,Delta_PREPA_Semis > -24.56,7500,1840,5660,4.494811333333338,4.626222826086958,4.452090989399299,-0.17413183668765964,0.005613944167317697
rdt,8,Date_Semis,continuous,,96.35243606567383,Date_Semis <= 96.35,Date_Semis > 96.35,185,117,68,4.345270270270275,4.401367521367522,4.24875,-0.15261752136752182,0.005414521837361456
rdt,3,Date_Semis,continuous,,64.83364486694336,Date_Semis <= 64.83,Date_Semis > 64.83,165,101,64,4.665636363636359,4.722079207920792,4.576562499999998,-0.14551670792079374,0.005027582215040943
rdt,37,Date_Semis,continuous,,81.25742721557617,Date_Semis <= 81.26,Date_Semis > 81.26,494,139,355,4.188441295546555,4.293525179856115,4.147295774647891,-0.14622940520822336,0.004323731157963065
rdt,56,Date_Recolte,continuous,,341.3576965332031,Date_Recolte <= 341.4,Date_Recolte > 341.4,734,136,598,4.485667574931885,4.3533455882352925,4.5157608695652165,0.162415281329924,0.003982004532334715
rdt,1,Date_Recolte,continuous,,335.1382141113281,Date_Recolte <= 335.1,Date_Recolte > 335.1,1840,350,1490,4.626222826086958,4.4963,4.656741610738255,0.16044161073825514,0.003965086750637723
rdt,28,Date_Recolte,continuous,,332.00538635253906,Date_Recolte <= 332,Date_Recolte > 332,5660,811,4849,4.452090989399299,4.311011097410599,4.475686739533927,0.16467564212332775,0.003328885880566552
rdt,9,Date_Recolte,continuous,,328.93638610839844,Date_Recolte <= 328.9,Date_Recolte > 328.9,117,60,57,4.401367521367522,4.3527499999999995,4.452543859649123,0.09979385964912346,0.0024880667198733985
rdt,4,Delta_PREPA_Semis,continuous,,-34.535911560058594,Delta_PREPA_Semis <= -34.54,Delta_PREPA_Semis > -34.54,101,48,53,4.722079207920792,4.773645833333334,4.675377358490565,-0.09826847484276868,0.002408256775690709
rdt,34,Date_Recolte,continuous,,327.5096130371094,Date_Recolte <= 327.5,Date_Recolte > 327.5,96,54,42,4.433958333333335,4.392777777777777,4.486904761904762,0.09412698412698539,0.0021803633431400904
rdt,30,Date_Semis,continuous,,62.9122200012207,Date_Semis <= 62.91,Date_Semis > 62.91,317,221,96,4.502018927444797,4.531583710407243,4.433958333333335,-0.09762537707390795,0.002012196693202263
rdt,31,has_prepa,categorical,0.0,0.5,has_prepa != 0.0,has_prepa == 0.0,221,62,159,4.531583710407243,4.599596774193549,4.505062893081763,-0.0945338811117864,0.0018037620404558411
rdt,25,Date_Recolte,continuous,,342.74998474121094,Date_Recolte <= 342.7,Date_Recolte > 342.7,220,37,183,4.570659090909096,4.4805405405405425,4.588879781420768,0.10833924088022506,0.001642022215837923
rdt,14,Date_Semis,continuous,,56.76900291442871,Date_Semis <= 56.77,Date_Semis > 56.77,844,164,680,4.688127962085313,4.765518292682924,4.669463235294119,-0.09605505738880549,0.0014444693769925777
rdt,38,has_prepa,categorical,0.0,0.5,has_prepa != 0.0,has_prepa == 0.0,139,51,88,4.293525179856115,4.341666666666668,4.265624999999999,-0.07604166666666856,0.001343156140557644
rdt,52,Date_Semis,continuous,,79.15512084960938,Date_Semis <= 79.16,Date_Semis > 79.16,1640,906,734,4.525945121951214,4.558576158940392,4.485667574931885,-0.0729085840085073,0.001314298126014097
rdt,44,has_prepa,categorical,1.0,0.5,has_prepa != 1.0,has_prepa == 1.0,4849,3209,1640,4.475686739533927,4.450001558117784,4.525945121951214,0.07594356383342937,0.0012908956699784792
rdt,13,Delta_PREPA_Semis,continuous,,-33.372596740722656,Delta_PREPA_Semis <= -33.37,Delta_PREPA_Semis > -33.37,1490,844,646,4.656741610738255,4.688127962085313,4.6157352941176475,-0.07239266796766586,0.0012870386609088397
rdt,18,Date_Semis,continuous,,94.92007446289062,Date_Semis <= 94.92,Date_Semis > 94.92,680,531,149,4.669463235294119,4.68694915254237,4.607147651006714,-0.07980150153565635,0.0010896451500852762
rdt,53,Date_Recolte,continuous,,372.41624450683594,Date_Recolte <= 372.4,Date_Recolte > 372.4,906,717,189,4.558576158940392,4.575209205020916,4.49547619047619,-0.07973301454472548,0.0010495446831968488
rdt,21,Date_Semis,continuous,,84.80749893188477,Date_Semis <= 84.81,Date_Semis > 84.81,646,426,220,4.6157352941176475,4.639014084507043,4.570659090909096,-0.06835499359794639,0.0010493194859635196
rdt,15,Date_Recolte,continuous,,368.613525390625,Date_Recolte <= 368.6,Date_Recolte > 368.6,164,117,47,4.765518292682924,4.785854700854697,4.7148936170212785,-0.07096108383341893,0.0010295240678232524
rdt,41,Date_Recolte,continuous,,330.4532165527344,Date_Recolte <= 330.5,Date_Recolte > 330.5,355,299,56,4.147295774647891,4.135685618729101,4.209285714285714,0.07360009555661229,0.0007197128646591671
rdt,22,Date_Recolte,continuous,,368.5468292236328,Date_Recolte <= 368.5,Date_Recolte > 368.5,426,285,141,4.639014084507043,4.657649122807016,4.601347517730497,-0.056301605076519046,0.0007019179144323602
rdt,45,Date_Recolte,continuous,,339.9079132080078,Date_Recolte <= 339.9,Date_Recolte > 339.9,3209,482,2727,4.450001558117784,4.403423236514524,4.458234323432333,0.05481108691780978,0.00038346839045105005
rdt,49,Date_Recolte,continuous,,371.1169128417969,Date_Recolte <= 371.1,Date_Recolte > 371.1,2727,1953,774,4.458234323432333,4.4699564772145415,4.428656330749359,-0.04130014646518276,0.0003467177789376317
