ID_PARCELL,CRIT_SPAT_ADHOC
clim5_brest_sol0_p01,une_valeur
clim5_brest_sol0_p02,une_valeur
clim5_brest_sol0_p03,une_valeur
clim5_brest_sol0_p04,une_valeur
clim5_brest_sol0_p05,une_valeur
clim5_brest_sol0_p06,une_valeur
clim5_brest_sol0_p07,une_valeur
clim5_brest_sol0_p08,une_valeur
clim5_brest_sol0_p09,une_valeur
clim5_brest_sol0_p10,une_valeur
clim5_brest_sol0_p11,une_valeur
clim5_brest_sol1_p00,une_valeur
clim5_brest_sol1_p01,une_valeur
clim5_brest_sol1_p02,une_valeur
clim5_brest_sol1_p03,une_valeur
clim5_brest_sol1_p04,une_valeur
clim5_brest_sol1_p05,une_valeur
clim5_brest_sol1_p06,une_valeur
clim5_brest_sol1_p07,une_valeur
clim5_brest_sol1_p08,une_valeur
clim5_brest_sol1_p09,une_valeur
clim5_brest_sol1_p10,une_valeur
clim5_brest_sol1_p11,une_valeur
clim5_brest_sol2_p00,une_valeur
clim5_brest_sol2_p01,une_valeur
clim5_brest_sol2_p02,une_valeur
clim5_brest_sol2_p03,une_valeur
clim5_brest_sol2_p04,une_valeur
clim5_brest_sol2_p05,une_valeur
clim5_brest_sol2_p06,une_valeur
clim5_brest_sol2_p07,une_valeur
clim5_brest_sol2_p08,une_valeur
clim5_brest_sol2_p09,une_valeur
clim5_brest_sol2_p10,une_valeur
clim5_brest_sol2_p11,une_valeur
clim6_valence_sol0_p00,une_valeur
clim6_valence_sol0_p01,une_valeur
clim6_valence_sol0_p02,une_valeur
clim6_valence_sol0_p03,une_valeur
clim6_valence_sol0_p04,une_valeur
clim6_valence_sol0_p05,une_valeur
clim6_valence_sol0_p06,une_valeur
clim6_valence_sol0_p07,une_valeur
clim6_valence_sol0_p08,une_valeur
clim6_valence_sol0_p09,une_valeur
clim6_valence_sol0_p10,une_valeur
clim6_valence_sol0_p11,une_valeur
clim6_valence_sol1_p00,une_valeur
clim6_valence_sol1_p01,une_valeur
clim6_valence_sol1_p02,une_valeur
clim6_valence_sol1_p03,une_valeur
clim6_valence_sol1_p04,une_valeur
clim6_valence_sol1_p05,une_valeur
clim6_valence_sol1_p06,une_valeur
clim6_valence_sol1_p07,une_valeur
clim6_valence_sol1_p08,une_valeur
clim6_valence_sol1_p09,une_valeur
clim6_valence_sol1_p10,une_valeur
clim6_valence_sol1_p11,une_valeur
clim6_valence_sol2_p00,une_valeur
clim6_valence_sol2_p01,une_valeur
clim6_valence_sol2_p02,une_valeur
clim6_valence_sol2_p03,une_valeur
clim6_valence_sol2_p04,une_valeur
clim6_valence_sol2_p05,une_valeur
clim6_valence_sol2_p06,une_valeur
clim6_valence_sol2_p07,une_valeur
clim6_valence_sol2_p08,une_valeur
clim6_valence_sol2_p09,une_valeur
clim6_valence_sol2_p10,une_valeur
clim6_valence_sol2_p11,une_valeur
clim7_toulouse_sol0_p00,une_valeur
clim7_toulouse_sol0_p01,une_valeur
clim7_toulouse_sol0_p02,une_valeur
clim7_toulouse_sol0_p03,une_valeur
clim7_toulouse_sol0_p04,une_valeur
clim7_toulouse_sol0_p05,une_valeur
clim7_toulouse_sol0_p06,une_valeur
clim7_toulouse_sol0_p07,une_valeur
clim7_toulouse_sol0_p08,une_valeur
clim7_toulouse_sol0_p09,une_valeur
clim7_toulouse_sol0_p10,une_valeur
clim7_toulouse_sol0_p11,une_valeur
clim7_toulouse_sol1_p00,une_valeur
clim7_toulouse_sol1_p01,une_valeur
clim7_toulouse_sol1_p02,une_valeur
clim7_toulouse_sol1_p03,une_valeur
clim7_toulouse_sol1_p04,une_valeur
clim7_toulouse_sol1_p05,une_valeur
clim7_toulouse_sol1_p06,une_valeur
clim7_toulouse_sol1_p07,une_valeur
clim7_toulouse_sol1_p08,une_valeur
clim7_toulouse_sol1_p09,une_valeur
clim7_toulouse_sol1_p10,une_valeur
clim7_toulouse_sol1_p11,une_valeur
clim7_toulouse_sol2_p00,une_valeur
clim7_toulouse_sol2_p01,une_valeur
clim7_toulouse_sol2_p02,une_valeur
clim7_toulouse_sol2_p03,une_valeur
clim7_toulouse_sol2_p04,une_valeur
clim7_toulouse_sol2_p05,une_valeur
clim7_toulouse_sol2_p06,une_valeur
clim7_toulouse_sol2_p07,une_valeur
clim7_toulouse_sol2_p08,une_valeur
clim7_toulouse_sol2_p09,une_valeur
clim7_toulouse_sol2_p10,une_valeur
clim7_toulouse_sol2_p11,une_valeur
clim8_montpellier_sol0_p00,une_valeur
clim8_montpellier_sol0_p01,une_valeur
clim8_montpellier_sol0_p02,une_valeur
clim8_montpellier_sol0_p03,une_valeur
clim8_montpellier_sol0_p04,une_valeur
clim8_montpellier_sol0_p05,une_valeur
clim8_montpellier_sol0_p06,une_valeur
clim8_montpellier_sol0_p07,une_valeur
clim8_montpellier_sol0_p08,une_valeur
clim8_montpellier_sol0_p09,une_valeur
clim8_montpellier_sol0_p10,une_valeur
clim8_montpellier_sol0_p11,une_valeur
clim8_montpellier_sol1_p00,une_valeur
clim8_montpellier_sol1_p01,une_valeur
clim8_montpellier_sol1_p02,une_valeur
clim8_montpellier_sol1_p03,une_valeur
clim8_montpellier_sol1_p04,une_valeur
clim8_montpellier_sol1_p05,une_valeur
clim8_montpellier_sol1_p06,une_valeur
clim8_montpellier_sol1_p07,une_valeur
clim8_montpellier_sol1_p08,une_valeur
clim8_montpellier_sol1_p09,une_valeur
clim8_montpellier_sol1_p10,une_valeur
clim8_montpellier_sol1_p11,une_valeur
clim8_montpellier_sol2_p00,une_valeur
clim8_montpellier_sol2_p01,une_valeur
clim8_montpellier_sol2_p02,une_valeur
clim8_montpellier_sol2_p03,une_valeur
clim8_montpellier_sol2_p04,une_valeur
clim8_montpellier_sol2_p05,une_valeur
clim8_montpellier_sol2_p06,une_valeur
clim8_montpellier_sol2_p07,une_valeur
clim8_montpellier_sol2_p08,une_valeur
clim8_montpellier_sol2_p09,une_valeur
clim8_montpellier_sol2_p10,une_valeur
clim8_montpellier_sol2_p11,une_valeur
